paper_id,cited_paper_id
24f4223c-776f-465d-8490-adb2adb83a76,15a617d3-f2f3-467a-85af-c9fd965dac1a
24f4223c-776f-465d-8490-adb2adb83a76,217cbbb2-437a-4a29-945f-9df1117669d3
24f4223c-776f-465d-8490-adb2adb83a76,2f6c627a-df47-4b1f-b055-c27ef05f82ab
24f4223c-776f-465d-8490-adb2adb83a76,3caa04e3-f0b8-4941-8513-321a5ec6d02e
24f4223c-776f-465d-8490-adb2adb83a76,432c6235-102f-413f-ba41-329f00371c58
24f4223c-776f-465d-8490-adb2adb83a76,6a2362b0-71c3-4119-b392-d59b62472cc3
24f4223c-776f-465d-8490-adb2adb83a76,82198e27-5eec-4caf-b75d-c781fafb3fe9
24f4223c-776f-465d-8490-adb2adb83a76,99f3dfe6-ab46-4ffa-a1ba-b135c87199c3
24f4223c-776f-465d-8490-adb2adb83a76,d4c2d39d-fb43-4e0d-8b21-c068d3855702
24f4223c-776f-465d-8490-adb2adb83a76,df10a046-35f5-4d28-893d-6127e544226c
24f4223c-776f-465d-8490-adb2adb83a76,f4177feb-2f6d-4f8b-aac9-65f2fa715f2f
24f4223c-776f-465d-8490-adb2adb83a76,f92870a7-f904-4d06-93f1-52a61bb6d961
a3f7ed45-2e0d-4a6f-a0b1-5786f20e2067,4176c232-fa9d-4540-a778-d2fe285cd2ae
a3f7ed45-2e0d-4a6f-a0b1-5786f20e2067,59bcac53-2c1c-4d1f-8e98-2425448987f5
a3f7ed45-2e0d-4a6f-a0b1-5786f20e2067,78991392-db9c-45a4-86a2-b4ce93ab0ec0
a3f7ed45-2e0d-4a6f-a0b1-5786f20e2067,a4a7ec70-d139-4906-8de7-bcf65f736254
a3f7ed45-2e0d-4a6f-a0b1-5786f20e2067,b6cae174-5805-4b8c-bdfb-a9884e3fec7e
a3f7ed45-2e0d-4a6f-a0b1-5786f20e2067,f483eabe-4858-4d94-88bc-82df43f32a81
e7f6ec35-597c-4a74-bc0b-d08577aa254a,1bcdb764-020e-4570-8bc4-a8b2997cedf8
e7f6ec35-597c-4a74-bc0b-d08577aa254a,20010bf5-c9af-4114-9e95-172ca6ed4def
e7f6ec35-597c-4a74-bc0b-d08577aa254a,47f90d17-7e02-45e5-82e4-8d6b8c82286e
e7f6ec35-597c-4a74-bc0b-d08577aa254a,5039d7cb-c920-4ce4-bc3d-8e3382400987
e7f6ec35-597c-4a74-bc0b-d08577aa254a,5f508532-761c-4aeb-a9eb-3d75a2bb42c8
e7f6ec35-597c-4a74-bc0b-d08577aa254a,7a8d4f78-e95f-4324-a9c8-6bd02ec1b15a
e7f6ec35-597c-4a74-bc0b-d08577aa254a,7ef80793-d396-4004-be3c-056646cbe784
e7f6ec35-597c-4a74-bc0b-d08577aa254a,8e075a85-327f-4f94-af18-e4588f31bd6f
e7f6ec35-597c-4a74-bc0b-d08577aa254a,cdd382f4-1aeb-493c-80fc-401ddc523de1
e7f6ec35-597c-4a74-bc0b-d08577aa254a,d90709a2-eb57-429a-8fb4-2557b21138be
e7f6ec35-597c-4a74-bc0b-d08577aa254a,fdb3f3df-2ea8-4b74-9bbc-efe40b008726
d8212c86-c948-4ed9-8890-88bcd1ea45a8,10fb9ca8-9ac2-4d12-a888-36d8e970e88e
d8212c86-c948-4ed9-8890-88bcd1ea45a8,1d7c43d7-a5de-44a5-888d-472e2249a704
d8212c86-c948-4ed9-8890-88bcd1ea45a8,50cce535-ef48-421b-a0d9-058bf9dd7ea2
d8212c86-c948-4ed9-8890-88bcd1ea45a8,51ff6d33-c56d-4632-ad65-8be6abd83ea3
d8212c86-c948-4ed9-8890-88bcd1ea45a8,570d55a8-b9c2-4435-8fbe-c8d6ae5dfbcd
d8212c86-c948-4ed9-8890-88bcd1ea45a8,65581494-619b-4466-b456-be1594b26b91
d8212c86-c948-4ed9-8890-88bcd1ea45a8,7912db81-4c3e-47f0-8663-39a94c001cb0
d8212c86-c948-4ed9-8890-88bcd1ea45a8,bc2000be-6aad-40e8-af04-3256c77f18b4
d8212c86-c948-4ed9-8890-88bcd1ea45a8,e306c13c-75bb-4892-8821-12995d49f2d1
5c94d5ac-a9e6-4c1a-bce9-263e889aed59,54881c1f-47c5-45a1-ba9c-00d486505852
cc491405-dcde-4974-99a2-9474698513ac,28816c05-cd38-4520-b932-9cb29a6a7395
cc491405-dcde-4974-99a2-9474698513ac,3d0e9f58-8fff-4cf0-8545-f5d801325361
cc491405-dcde-4974-99a2-9474698513ac,4ab50bd7-8e59-4974-a6d0-59a577dcc10d
cc491405-dcde-4974-99a2-9474698513ac,4e2af5bc-65a2-4895-a4a1-89a0cc7effa4
cc491405-dcde-4974-99a2-9474698513ac,4f855da7-ed1a-4835-a6d3-e8a8fe39e5e1
cc491405-dcde-4974-99a2-9474698513ac,57868e44-9a01-488a-989f-fd18a57a790f
cc491405-dcde-4974-99a2-9474698513ac,62abb919-0e1f-47ec-9888-cfafce0be3a0
cc491405-dcde-4974-99a2-9474698513ac,68f276fa-4e2a-41f7-b135-acd911741618
cc491405-dcde-4974-99a2-9474698513ac,6a3004cd-f9a6-4835-845d-159472097831
cc491405-dcde-4974-99a2-9474698513ac,717c2b06-64bf-4c81-9b78-508327201cfc
cc491405-dcde-4974-99a2-9474698513ac,7c020c9b-8059-4bea-b83a-c51ed7ba2dfd
cc491405-dcde-4974-99a2-9474698513ac,8b2c9cb0-50dd-4635-98eb-e4f81534e66b
cc491405-dcde-4974-99a2-9474698513ac,914f3005-8ce1-4b1b-b4d4-5378b44b1663
cc491405-dcde-4974-99a2-9474698513ac,acb7bee6-417e-4c28-8528-f5e7d362be19
cc491405-dcde-4974-99a2-9474698513ac,b2f8b658-1e65-400e-9b92-202cd3d70ba8
cc491405-dcde-4974-99a2-9474698513ac,e7ac5753-8d75-4090-9490-afec1486653c
cc491405-dcde-4974-99a2-9474698513ac,e83ae578-e86a-4257-bd49-72028d0b4c9e
59a5287a-c483-48c4-91c4-30083da3c527,043a5db0-d04f-4c4f-8429-ffbb8ad8cc87
c62feade-aa42-4caf-8a6b-8cfb81b761dd,03e8e231-f710-488e-b13b-da4ce318b8ea
c62feade-aa42-4caf-8a6b-8cfb81b761dd,143ca73e-7eb3-496c-bd00-2eb57496a780
c62feade-aa42-4caf-8a6b-8cfb81b761dd,33b14560-4b79-45fc-9d0e-d6fe7cd7b7d4
c62feade-aa42-4caf-8a6b-8cfb81b761dd,41c2a430-39e3-4fe2-852c-ae7fde51aa5b
c62feade-aa42-4caf-8a6b-8cfb81b761dd,701345c5-9141-431a-9941-78d630b2e4cd
c62feade-aa42-4caf-8a6b-8cfb81b761dd,7d0348d7-0e3a-453a-b8ff-ad4190a1ee4f
c62feade-aa42-4caf-8a6b-8cfb81b761dd,9e2dcd0d-d22a-47f7-b76a-6c3c0b189c24
c62feade-aa42-4caf-8a6b-8cfb81b761dd,9e6b7921-06e2-4144-bcf3-bbfb5a30ebf8
c62feade-aa42-4caf-8a6b-8cfb81b761dd,b84a20e0-0f9a-4a1c-82d3-1a940ffc4163
c62feade-aa42-4caf-8a6b-8cfb81b761dd,f0a7d63c-419f-441c-89e9-a03e63a0593a
089083c7-0967-4fef-a935-1f378d815d06,02200d84-2d69-47b1-b4d4-cfe74c0bb8c8
089083c7-0967-4fef-a935-1f378d815d06,172f9f68-8417-43bb-8fe5-b377d569f6b6
089083c7-0967-4fef-a935-1f378d815d06,4eae8ce4-0d40-45d9-91df-a6cf2aa25b11
73ee0ae3-00b6-4339-8a1a-23a78132155b,09d949b9-63c8-4b80-bed0-9ff0271f34b0
73ee0ae3-00b6-4339-8a1a-23a78132155b,1cc4903c-21b2-4605-8402-e958f3f42b2e
73ee0ae3-00b6-4339-8a1a-23a78132155b,28c49b78-9398-4832-baa9-0207cba36e12
73ee0ae3-00b6-4339-8a1a-23a78132155b,2d7fb287-af37-4799-88b7-1bee9e7c2d60
73ee0ae3-00b6-4339-8a1a-23a78132155b,3ac62a82-475e-436d-9cb2-2ff40e7c52c2
73ee0ae3-00b6-4339-8a1a-23a78132155b,3ad37dae-f42f-4cab-8a0a-3f21ca315b7a
73ee0ae3-00b6-4339-8a1a-23a78132155b,42d208e3-e15c-4394-9baf-4ca73ebb10e0
73ee0ae3-00b6-4339-8a1a-23a78132155b,4deadcc1-f193-4d22-8502-159f0e2b7d83
73ee0ae3-00b6-4339-8a1a-23a78132155b,5133d899-6d10-4cd0-b073-ae51bb5fceba
73ee0ae3-00b6-4339-8a1a-23a78132155b,5a1a1595-4016-43ca-980e-94cd24631ab6
73ee0ae3-00b6-4339-8a1a-23a78132155b,5a9a9cc4-97d2-4d85-aff9-58bdf42c75fd
73ee0ae3-00b6-4339-8a1a-23a78132155b,5f5f8180-aac3-45fc-816f-1a47116eb69b
73ee0ae3-00b6-4339-8a1a-23a78132155b,5f7ed2c2-8221-4aaa-a8ac-7e30546a19da
73ee0ae3-00b6-4339-8a1a-23a78132155b,6f63bfe9-a11a-4ef9-9fc7-99d844d2dd1f
73ee0ae3-00b6-4339-8a1a-23a78132155b,7acda742-346d-4e8b-8b2f-988be72b2fe4
73ee0ae3-00b6-4339-8a1a-23a78132155b,7da7ce15-075e-4f99-9283-049706f88a78
73ee0ae3-00b6-4339-8a1a-23a78132155b,82c6fe68-5e2a-40f2-b9eb-844365d4d9a3
73ee0ae3-00b6-4339-8a1a-23a78132155b,85461853-75fe-4d0d-a228-ae6283daa2f3
73ee0ae3-00b6-4339-8a1a-23a78132155b,910ed132-9aec-4e61-a429-0600197c228a
73ee0ae3-00b6-4339-8a1a-23a78132155b,a8bab92e-f8d7-4c59-a078-c9f4dcb4d299
73ee0ae3-00b6-4339-8a1a-23a78132155b,bfd97915-e433-4ed5-b645-7ef574459fbf
73ee0ae3-00b6-4339-8a1a-23a78132155b,c0a69970-4b14-492a-adcc-6928988a9f2a
73ee0ae3-00b6-4339-8a1a-23a78132155b,ce1b7150-a10a-4910-b836-ad17372f2845
73ee0ae3-00b6-4339-8a1a-23a78132155b,d2f82ebc-9a2a-45cd-ac18-dd5e70cf069d
73ee0ae3-00b6-4339-8a1a-23a78132155b,e1812ab4-7e45-4030-99bf-fa5f1790922c
73ee0ae3-00b6-4339-8a1a-23a78132155b,e27ae550-b865-4720-b9d5-5f5d9b5a6c0a
73ee0ae3-00b6-4339-8a1a-23a78132155b,f27c53e5-c3b8-417d-a351-18187bb04001
73ee0ae3-00b6-4339-8a1a-23a78132155b,fc8e3d0a-ad9f-4e23-8284-7b99678e11d7
8f9ea7c1-5c16-4ac3-9830-445a30330562,199aa773-c4b1-4b90-9d43-e23143db1aa5
8f9ea7c1-5c16-4ac3-9830-445a30330562,1bc4fd52-5c5b-4800-98dd-d7bc31d9fe38
8f9ea7c1-5c16-4ac3-9830-445a30330562,9cb9ffe1-2962-4994-8593-3fe347828dd0
8f9ea7c1-5c16-4ac3-9830-445a30330562,bc393d88-de83-45d6-b168-402733b4b86b
8f9ea7c1-5c16-4ac3-9830-445a30330562,bc42d2f1-81c5-43d1-a122-7f267361faa6
8f9ea7c1-5c16-4ac3-9830-445a30330562,e3009eaa-80b4-40a1-a9b8-bee35568db98
c0bcfaab-7719-4df0-a3b4-b7ccd01ebbd9,030b2702-407b-4f61-a1e6-f765e2c8e114
c0bcfaab-7719-4df0-a3b4-b7ccd01ebbd9,1b105592-9f57-4447-b698-0cedeac2b8a7
c0bcfaab-7719-4df0-a3b4-b7ccd01ebbd9,1e9c1a95-a54f-4c11-a6ac-2c3703c855cf
c0bcfaab-7719-4df0-a3b4-b7ccd01ebbd9,4d781934-8622-44c8-95f0-cc5522b22709
c0bcfaab-7719-4df0-a3b4-b7ccd01ebbd9,7ca8d762-3cc3-4715-8a20-3e92edeaf2ab
c0bcfaab-7719-4df0-a3b4-b7ccd01ebbd9,cd3efdc6-880a-4f34-bec1-b34429c8e97d
c0bcfaab-7719-4df0-a3b4-b7ccd01ebbd9,cdb9f66c-05e6-4e87-8bc4-f9f34df2fb4a
c0bcfaab-7719-4df0-a3b4-b7ccd01ebbd9,e9a4f0b4-7a5b-4a08-be9a-80ad13e0969d
c0bcfaab-7719-4df0-a3b4-b7ccd01ebbd9,f4261ae2-e4e2-440b-b096-05dd5d685e73
a634125a-79de-437a-a812-9cc5611fceaf,077ad8a1-89d9-4d57-ba12-d1d8eab845da
a634125a-79de-437a-a812-9cc5611fceaf,09733c35-0fae-4ddb-811a-dcc67749ed0e
a634125a-79de-437a-a812-9cc5611fceaf,7d2df773-e8f8-4e61-8a8c-7642e8c53b1e
a634125a-79de-437a-a812-9cc5611fceaf,8e4e5a93-b6aa-4ad8-8d0d-5d457146e913
a634125a-79de-437a-a812-9cc5611fceaf,966e61c6-99e7-43ba-b625-5e4f58b77869
fa2bb10e-7ba4-4fdb-ad47-8ca70c8299c9,2ea76edd-dfcc-43b5-9cf3-193be5cdbdf0
fa2bb10e-7ba4-4fdb-ad47-8ca70c8299c9,3fd01ac5-748f-4486-927f-f101f0c6bba2
fa2bb10e-7ba4-4fdb-ad47-8ca70c8299c9,873444ee-aa86-4a40-8b76-e8e85bf4f7fd
fa2bb10e-7ba4-4fdb-ad47-8ca70c8299c9,91801dd0-a08e-4398-af97-743753425e54
fa2bb10e-7ba4-4fdb-ad47-8ca70c8299c9,99ea09ff-d0ed-406e-9a9d-858806e273d2
fa2bb10e-7ba4-4fdb-ad47-8ca70c8299c9,b3243a60-6e75-4f5b-8c31-f74a5cebaa7d
fa2bb10e-7ba4-4fdb-ad47-8ca70c8299c9,bf0953f6-c0db-401b-b9dc-7c4f93f8d79c
fa2bb10e-7ba4-4fdb-ad47-8ca70c8299c9,e065b245-8f3a-4746-85a7-a0dc51c5aebf
fa2bb10e-7ba4-4fdb-ad47-8ca70c8299c9,f4657d65-eb18-40b7-a65b-e2f868c5d713
b47b23a5-cb00-4fc1-93f7-4a230b6754b2,033866e8-3416-4caa-b78e-5f0498b2ffb6
b47b23a5-cb00-4fc1-93f7-4a230b6754b2,039200f2-db51-42b5-a169-3bd08f697509
b47b23a5-cb00-4fc1-93f7-4a230b6754b2,11fc6f67-b81b-46f8-8cbc-12027f0ba611
b47b23a5-cb00-4fc1-93f7-4a230b6754b2,5966be59-9017-49e0-9606-fb45c31f5c85
b47b23a5-cb00-4fc1-93f7-4a230b6754b2,5cc57ec2-e401-4eb7-8ce7-a835b32c154d
b47b23a5-cb00-4fc1-93f7-4a230b6754b2,6046ed1e-a740-47c4-87d6-7ae680cd912d
b47b23a5-cb00-4fc1-93f7-4a230b6754b2,856e8a4a-995f-4ee1-87d7-4415454a4f0e
b47b23a5-cb00-4fc1-93f7-4a230b6754b2,8f271feb-e081-4fcf-9859-b8e0d3fac40f
b47b23a5-cb00-4fc1-93f7-4a230b6754b2,9bda3402-5455-4ae5-9c95-651e721361de
628114df-b256-4905-9a31-9e8e0420c398,64fa74e8-db02-4190-87d7-bf23e9859a7c
628114df-b256-4905-9a31-9e8e0420c398,6a28486b-9286-4003-b2b8-ffb2ce631dca
628114df-b256-4905-9a31-9e8e0420c398,91466ea1-b55f-41c0-b115-40120a97fe2e
628114df-b256-4905-9a31-9e8e0420c398,bb603bec-d27b-47f0-a068-48bde55a0dec
628114df-b256-4905-9a31-9e8e0420c398,de127c5a-26a8-4756-82cb-f223ba82b5d6
628114df-b256-4905-9a31-9e8e0420c398,ff787607-78be-4d58-84d8-04033b0ca54f
